dist,delta_t,ref_speed,drv_speed,ref_throttle,drv_throttle,ref_brake,drv_brake,ref_steering,drv_steering,ref_gear,drv_gear,ref_glat,drv_glat,ref_glong,drv_glong,ref_rpm,drv_rpm
500.0,0.020000000000010232,279.0,278.0,100.0,100.0,0.0,0.0,0.12,0.12,6.0,6.0,0.02,-0.04,0.13,0.09,6868.0,7058.0
505.0,0.020000000000010232,279.0,278.0,100.0,100.0,0.0,0.0,0.13,0.13,6.0,6.0,-0.02,-0.03,0.16,0.08,6882.0,7057.0
510.0,0.010000000000005116,280.0,279.0,100.0,100.0,0.0,0.0,0.17,0.2,6.0,6.0,-0.07500000000000001,-0.11,0.22499999999999998,0.09,6891.5,7069.0
515.0,0.009999999999976694,280.0,279.0,100.0,100.0,0.0,0.0,0.2,0.175,6.0,6.0,0.02,-0.07,-0.07,0.05,6882.0,7059.5
520.0,0.010000000000005116,280.0,279.0,100.0,100.0,0.0,0.0,0.2,0.245,6.0,6.0,-0.02,-0.04,0.11,0.035,6949.0,7090.5
525.0,0.020000000000010232,280.0,279.0,100.0,100.0,0.0,0.0,0.23,0.24,6.0,6.0,-0.05,-0.04,-0.04,0.06,6919.0,7120.0
530.0,0.010000000000005116,280.0,279.0,100.0,100.0,0.0,0.0,0.24,0.13,6.0,6.0,0.04,0.01,0.065,0.09,6896.0,7063.0
535.0,0.010000000000005116,281.0,279.0,100.0,100.0,0.0,0.0,0.26,0.17,6.0,6.0,-0.0050000000000000044,0.05,-0.009999999999999995,0.05,6903.0,7069.0
540.0,0.009999999999990905,281.0,280.0,100.0,100.0,0.0,0.0,0.26,0.15,6.0,6.0,0.0,0.05500000000000001,0.01,0.13,6921.0,7108.5
545.0,0.009999999999990905,281.0,280.0,100.0,98.0,0.0,3.0,0.3,0.16999999999999998,6.0,6.0,-0.09,-0.01,0.1,0.08000000000000002,6929.0,7110.0
